Date,Open,High,Low,Close,Volume,Change
2014-09-25,21864,21878,21721,21781,6475175,-0.00022950518681719156
2014-09-26,21626,21704,21593,21711,7572703,-0.003213810201551759
2014-09-29,21704,21762,21606,21679,6027182,-0.001473907235963301
2014-09-30,21606,21677,21481,21585,12672500,-0.004335993357627244
2014-10-01,21494,21501,21261,21291,17155077,-0.013620569840166796
2014-10-02,21146,21178,20922,21032,23482597,-0.01216476445446435
2014-10-06,21050,21120,20949,20996,16419489,-0.0017116774438949989
2014-10-07,21077,21111,20949,21036,8332226,0.0019051247856733955
2014-10-08,20908,20997,20845,20968,8014561,-0.0032325537174368035
2014-10-10,20871,20871,20536,20646,16126616,-0.015356734070965272
2014-10-13,20440,20595,20391,20597,15355237,-0.0023733410830184543
2014-10-14,20634,20715,20557,20575,13348480,-0.0010681167160265792
2014-10-15,20536,20645,20436,20544,13665430,-0.0015066828675577293
2014-10-16,20440,20477,20289,20442,8011466,-0.004964953271028083
2014-10-17,20460,20494,20162,20203,10777092,-0.011691615301829605
2014-10-20,20329,20536,20329,20480,10902866,0.013710835024501211
2014-10-21,20432,20432,20221,20334,7484408,-0.007128906249999956
2014-10-22,20514,20574,20406,20472,11224993,0.006786662732369386
2014-10-23,20440,20618,20406,20513,8921072,0.0020027354435325773
2014-10-24,20587,20587,20298,20432,8298893,-0.00394871544873987
2014-10-27,20499,20613,20477,20531,7371055,0.004845340642130047
2014-10-28,20527,20569,20445,20513,6716405,-0.0008767230042374674
2014-10-29,20610,20931,20553,20893,11244903,0.018524837907668346
2014-10-30,20835,20871,20738,20881,10757704,-0.000574355047144981
2014-10-31,20937,21033,20810,21040,8709427,0.007614577845888704
2014-11-03,21025,21025,20850,20905,5636706,-0.006416349809885924
2014-11-04,20858,20962,20674,20764,4574083,-0.006744797895240406
2014-11-05,20802,20831,20656,20703,7229370,-0.0029377769215950256
2014-11-06,20641,20845,20618,20823,6906524,0.005796261411389558
2014-11-07,20802,20858,20749,20838,3801523,0.0007203572972194205
2014-11-10,20962,21116,20913,21036,4325681,0.009501871580765986
2014-11-11,21038,21086,21005,21036,7090028,0.0
2014-11-12,21020,21187,20997,21105,3441432,0.0032800912721049347
2014-11-13,21074,21153,20971,21040,7639815,-0.0030798389007343774
2014-11-14,20994,20994,20749,20859,4996471,-0.008602661596958217
2014-11-17,20779,20942,20743,20908,10052329,0.002349105901529258
2014-11-18,20900,21116,20900,21078,7048908,0.008130859001339141
2014-11-19,21136,21146,20989,21050,7886952,-0.0013283992788689636
2014-11-20,20931,21038,20887,20965,4884352,-0.004038004750593793
2014-11-21,20994,21077,20971,21036,4988351,0.0033865967088004822
2014-11-24,21170,21297,21170,21236,5871787,0.009507510933637553
2014-11-25,21261,21265,21161,21236,8039039,0.0
2014-11-26,21238,21238,21082,21187,5144671,-0.0023074025240158447
2014-11-27,21306,21370,21265,21313,7637003,0.005947042998064811
2014-11-28,21273,21349,21251,21308,7897382,-0.00023459860179231296
2014-12-01,21221,21221,21055,21125,7437858,-0.00858832363431572
2014-12-02,21077,21102,21005,21117,7503238,-0.0003786982248520365
2014-12-03,21133,21192,21077,21161,3042147,0.002083629303404777
2014-12-04,21146,21399,21146,21384,5211713,0.010538254335806352
2014-12-05,21383,21423,21339,21396,10627614,0.0005611672278338364
2014-12-08,21379,21425,21323,21362,6000915,-0.001589082071415171
2014-12-09,21301,21319,21220,21296,3812253,-0.003089598352214229
2014-12-10,21197,21211,20971,20980,6759581,-0.014838467317806137
2014-12-11,20862,20882,20669,20739,29710289,-0.011487130600571938
2014-12-12,20746,20765,20646,20764,16373531,0.0012054583152514287
2014-12-15,20557,20757,20474,20773,12943763,0.00043344249662879974
2014-12-16,20651,20753,20532,20617,10834154,-0.007509748230876578
2014-12-17,20699,20707,20536,20549,16772806,-0.0032982490178008472
2014-12-18,20678,20770,20371,20531,9811208,-0.0008759550343082623
2014-12-19,20669,20887,20669,20841,10579761,0.015099118406312506
2014-12-22,20904,21009,20826,21005,13410886,0.007869104169665464
2014-12-23,20971,21009,20931,20991,8040559,-0.0006665079742917968
2014-12-24,20931,21062,20913,21050,6792794,0.0028107284074128103
2014-12-26,21038,21141,21025,21075,4918952,0.0011876484560569
2014-12-29,21082,21146,20962,20987,6906038,-0.004175563463819643
2014-12-30,20962,21028,20710,20791,10747182,-0.009339114690046224
2015-01-02,20719,20845,20678,20838,4230259,0.0022605935260449073
2015-01-05,20779,20831,20574,20796,9273926,-0.0020155485171321486
2015-01-06,20566,20605,20358,20424,16605621,-0.017888055395268276
2015-01-07,20415,20490,20366,20468,22433258,0.0021543282412848086
2015-01-08,20562,20779,20562,20731,15950158,0.012849325776822296
2015-01-09,20931,21025,20866,20960,13542457,0.011046259225314659
2015-01-12,20845,20981,20840,20908,11210689,-0.0024809160305343525
2015-01-13,20862,20997,20806,21001,6076766,0.0044480581595560675
2015-01-14,20962,21067,20900,20908,6241500,-0.004428360554259325
2015-01-15,20871,20997,20831,20972,7120500,0.003061029271092419
2015-01-16,20887,20890,20600,20682,12087427,-0.013827961090978502
2015-01-19,20797,20952,20757,20893,16033946,0.010202108113335218
2015-01-20,20937,21074,20931,21078,13051813,0.008854640310151707
2015-01-21,21028,21111,20980,21125,10380600,0.00222981307524428
2015-01-22,21238,21289,21146,21184,11660000,0.0027928994082839775
2015-01-23,21467,21471,21246,21308,13491584,0.005853474320241636
2015-01-26,21238,21306,21129,21308,10285219,0.0
2015-01-27,21390,21453,21339,21454,7811157,0.00685188661535574
2015-01-28,21323,21481,21314,21473,10022219,0.0008856157359933281
2015-01-29,21374,21457,21256,21375,8494525,-0.004563870907651424
2015-01-30,21430,21476,21326,21366,10272982,-0.00042105263157898865
2015-02-02,21242,21386,21230,21315,5289950,-0.0023869699522606203
2015-02-03,21383,21419,21192,21308,3475446,-0.0003284072249589709
2015-02-04,21430,21520,21390,21454,5267569,0.00685188661535574
2015-02-05,21418,21425,21201,21236,8938414,-0.010161275286659777
2015-02-06,21246,21265,21165,21269,9130520,0.001553964965153476
2015-02-09,21178,21269,21133,21245,5574883,-0.001128402839813858
2015-02-10,21221,21323,21116,21143,7591253,-0.004801129677571181
2015-02-11,21132,21191,21097,21172,6677006,0.0013716123539706526
2015-02-12,21175,21178,20966,21110,6044462,-0.0029283959947099536
2015-02-13,21149,21269,21149,21265,5851846,0.007342491710089938
2015-02-16,21251,21310,21242,21291,9983763,0.0012226663531624826
2015-02-17,21238,21358,21182,21336,5323441,0.0021135691137099677
2015-02-23,21425,21516,21366,21396,9043769,0.0028121484814398467
2015-02-24,21404,21445,21374,21421,6565992,0.0011684426995699493
2015-02-25,21476,21524,21457,21493,7839297,0.003361187619625561
2015-02-26,21490,21506,21430,21484,13795868,-0.0004187409854371493
2015-02-27,21438,21476,21349,21417,8820016,-0.0031185998882889976
2015-03-02,21442,21547,21442,21547,8289825,0.006069944436662533
2015-03-03,21593,21649,21576,21628,12501543,0.0037592240219055384
2015-03-04,21580,21621,21576,21610,9849263,-0.0008322544849269642
2015-03-05,21597,21653,21551,21637,6695612,0.0012494215640908024
2015-03-06,21660,21746,21630,21747,8051703,0.005083884087442758
2015-03-09,21681,21686,21498,21526,5973513,-0.01016232123971117
2015-03-10,21567,21584,21423,21431,6366851,-0.00441326767629846
2015-03-11,21281,21462,21256,21445,13277532,0.0006532592972796625
2015-03-12,21394,21506,21293,21445,8157393,0.0
2015-03-13,21471,21520,21435,21488,5024118,0.0020051294007927822
2015-03-16,21453,21529,21419,21507,5389850,0.0008842144452718692
2015-03-17,21584,21992,21576,21994,7669028,0.022643790393825247
2015-03-18,21978,22073,21963,21994,13842932,0.0
2015-03-19,22150,22159,22003,22057,11436643,0.002864417568427813
2015-03-20,22041,22069,21946,21989,8739046,-0.0030829215215124606
2015-03-23,22059,22129,21963,21999,10861732,0.0004547728409658447
2015-03-24,21963,22029,21893,22044,4402432,0.0020455475248875032
2015-03-25,22029,22107,21925,22044,5739862,0.0
2015-03-26,21897,21992,21797,21840,9153692,-0.00925421883505717
2015-03-27,21815,21861,21751,21790,5785328,-0.0022893772893772812
2015-03-30,21760,21834,21708,21837,4886170,0.002156952730610451
2015-03-31,21938,21949,21793,21845,8181232,0.0003663506891973256
2015-04-01,21797,21834,21660,21679,4620149,-0.007598992904554791
2015-04-02,21699,21784,21665,21699,6420490,0.0009225517782185388
2015-04-03,21712,21861,21704,21863,4062592,0.0075579519793538275
2015-04-06,21838,21946,21810,21855,5977791,-0.0003659150162375058
2015-04-07,21916,21929,21797,21806,4944212,-0.0022420498741706485
2015-04-08,21805,21987,21801,21966,6182146,0.0073374300651196656
2015-04-09,21929,22006,21882,21948,7170157,-0.0008194482381862489
2015-04-10,21975,22281,21949,22200,11083523,0.011481683980317126
2015-04-13,22242,22399,22229,22368,15016579,0.00756756756756749
2015-04-14,22366,22531,22361,22477,10236778,0.004873032904148866
2015-04-15,22495,22626,22485,22593,10754936,0.005160831071762351
2015-04-16,22670,22771,22652,22758,7756409,0.007303146992431175
2015-04-17,22775,22819,22723,22774,10275377,0.0007030494771069762
2015-04-20,22649,22788,22644,22761,5865118,-0.0005708263809607317
2015-04-21,22792,22810,22716,22741,8803620,-0.0008786960151135892
2015-04-22,22732,23026,22732,22848,11109086,0.004705158084516992
2015-04-23,22925,23169,22839,23170,11844465,0.014093137254902022
2015-04-24,23189,23365,23009,23025,12305929,-0.006258092360811429
2015-04-27,23111,23123,22935,22958,4632893,-0.0029098805646037285
2015-04-28,22998,23035,22824,22880,4550206,-0.003397508493771184
2015-04-29,22970,23078,22659,22830,10250396,-0.0021853146853146876
2015-04-30,22740,22771,22632,22726,8774324,-0.004555409548839262
2015-05-04,22749,22844,22710,22800,3264678,0.0032561823462113892
2015-05-06,22700,22700,22398,22432,7196631,-0.01614035087719301
2015-05-07,22398,22405,22159,22326,10509729,-0.004725392296718978
2015-05-08,22325,22335,22224,22234,8673661,-0.004120756069157072
2015-05-11,22364,22436,22261,22273,5454109,0.0017540703427183502
2015-05-12,22244,22291,22174,22260,4971443,-0.0005836663224532135
2015-05-13,22253,22436,22253,22397,4200464,0.006154537286612749
2015-05-14,22350,22436,22308,22427,3853320,0.0013394651069340568
2015-05-15,22504,22567,22188,22205,9603039,-0.009898782717260413
2015-05-18,22240,22248,22119,22257,9534415,0.0023418149065526084
2015-05-19,22244,22409,22183,22357,6487149,0.004492968504290706
2015-05-20,22398,22563,22354,22563,3988134,0.009214116384130167
2015-05-21,22510,22546,22282,22306,10256140,-0.01139032930018169
2015-05-22,22368,22606,22349,22598,9311379,0.013090648256074644
2015-05-26,22659,22659,22461,22555,6827953,-0.0019028232586955074
2015-05-27,22427,22436,22040,22103,10060438,-0.020039902460651793
2015-05-28,22159,22236,22085,22098,15600738,-0.00022621363615793477
2015-05-29,22029,22286,21994,22211,6437574,0.00511358493981362
2015-06-01,22132,22132,21857,22014,5613784,-0.008869479086938914
2015-06-02,21976,22058,21731,21801,9549048,-0.00967566094303629
2015-06-03,21816,21868,21573,21603,8546048,-0.009082152194853421
2015-06-04,21652,21823,21583,21686,11324279,0.0038420589732908184
2015-06-05,21591,21741,21556,21660,4627999,-0.0011989301853730927
2015-06-08,21619,21642,21511,21616,7565644,-0.0020313942751616354
2015-06-09,21605,21685,21468,21583,4658874,-0.0015266469282013695
2015-06-10,21628,21680,21404,21454,6532820,-0.005976926284575801
2015-06-11,21502,21545,21399,21535,11979177,0.0037755197166029486
2015-06-12,21560,21657,21292,21353,6461605,-0.008451358254005115
2015-06-15,21220,21348,21154,21279,9178579,-0.0034655551913079785
2015-06-16,21249,21292,20925,21105,9350401,-0.008177075990413063
2015-06-17,21103,21130,20993,21121,12149399,0.0007581141909500655
2015-06-18,21199,21318,21098,21185,10800604,0.0030301595568391626
2015-06-19,21288,21325,21194,21294,5169597,0.005145149870191101
2015-06-22,21348,21446,21276,21365,6956500,0.003334272565041818
2015-06-23,21468,21664,21419,21650,6534641,0.013339574069740179
2015-06-24,21667,21689,21595,21642,5734971,-0.0003695150115473611
2015-06-25,21560,21659,21522,21625,5510132,-0.0007855096571481868
2015-06-26,21541,21676,21458,21640,5534303,0.000693641618497054
2015-06-29,21430,21430,21236,21362,8292710,-0.012846580406654318
2015-06-30,21288,21439,21272,21449,5422602,0.004072652373373176
2015-07-01,21419,21698,21366,21694,5662786,0.011422443936780269
2015-07-02,21703,21771,21680,21720,4231984,0.0011984880612150306
2015-07-03,21694,21728,21556,21655,4475669,-0.0029926335174953467
2015-07-06,21379,21514,21091,21117,6163344,-0.02484414684830294
2015-07-07,21212,21236,21025,21162,11800154,0.002130984514845835
2015-07-08,21142,21172,20860,20869,9298399,-0.013845572252150107
2015-07-09,20754,21001,20609,21009,14561399,0.006708515022281869
2015-07-10,21062,21083,20929,21028,7957771,0.0009043743157695072
2015-07-13,21016,21309,20966,21255,4940004,0.010795130302453826
2015-07-14,21279,21279,21078,21153,6437980,-0.004798870853916726
2015-07-15,21217,21394,21117,21215,6563202,0.0029310263319624053
2015-07-16,21167,21362,21167,21374,5594861,0.007494697148244134
2015-07-17,21454,21487,21177,21247,5451455,-0.005941798446710944
2015-07-20,21228,21330,21134,21211,4509957,-0.0016943568503788864
2015-07-21,21203,21362,21130,21255,4593353,0.0020743953608977073
2015-07-22,21125,21180,20989,21070,6805863,-0.008703834391907805
2015-07-23,21087,21103,20956,21061,10559855,-0.00042714760322737355
2015-07-24,20946,20966,20771,20824,5767290,-0.011253026921798637
2015-07-27,20715,20893,20686,20861,12566842,0.001776796004610004
2015-07-28,20789,20920,20703,20898,5570732,0.0017736445999712025
2015-07-29,20966,21004,20889,20982,5247761,0.0040195233993682855
2015-07-30,20984,21016,20779,20795,5763094,-0.008912401105709677
2015-07-31,20784,20819,20617,20731,11973820,-0.003077662899735545
2015-08-03,20750,20750,20556,20619,12970989,-0.005402537263036078
2015-08-04,20599,20703,20594,20708,8174187,0.004316407197245242
2015-08-05,20682,20780,20633,20722,5619100,0.0006760672203978135
2015-08-06,20746,20758,20479,20490,6984630,-0.011195830518289762
2015-08-07,20407,20474,20345,20452,11500445,-0.001854563201561743
2015-08-10,20388,20424,20303,20397,7917811,-0.0026892235478193083
2015-08-11,20501,20628,20293,20309,8430292,-0.004314359954895375
2015-08-12,20239,20345,20042,20182,10656121,-0.00625338519868035
2015-08-13,20144,20282,20104,20274,10494720,0.004558517490833358
2015-08-17,20317,20317,20087,20109,6477860,-0.00813850251553716
2015-08-18,20142,20190,20058,20075,9251545,-0.0016907852205479967
2015-08-19,20042,20091,19842,19925,11976042,-0.007471980074719831
2015-08-20,19887,19906,19708,19720,11444415,-0.010288582183186956
2015-08-21,19313,19467,19265,19413,17366972,-0.01556795131845845
2015-08-24,19213,19303,18508,18960,24618872,-0.023334878689537986
2015-08-25,18974,19205,18603,19024,27623141,0.0033755274261604296
2015-08-26,18904,19412,18806,19380,17991930,0.018713204373423054
2015-08-27,19488,19596,19389,19498,13933553,0.006088751289989647
2015-08-28,19650,19766,19630,19780,13137465,0.014463021848394764
2015-08-31,19693,19745,19592,19754,8161291,-0.0013144590495449693
2015-09-01,19708,19774,19534,19558,7513975,-0.009922041105598911
2015-09-02,19341,19688,19337,19601,4955364,0.0021985888127620257
2015-09-03,19672,19728,19580,19637,5855928,0.0018366409877046408
2015-09-04,19642,19682,19400,19473,6796623,-0.008351581198757452
2015-09-07,19417,19562,19353,19426,7029355,-0.002413598315616494
2015-09-08,19459,19488,19337,19464,5607971,0.001956141253989463
2015-09-09,19646,20037,19638,20045,8230255,0.029849979449239727
2015-09-10,19906,20131,19847,20012,18900303,-0.0016462958343727019
2015-09-11,20001,20118,19923,19962,6690903,-0.002498500899460354
2015-09-14,20015,20023,19737,19852,8495243,-0.005510469892796355
2015-09-15,19842,19942,19811,19897,7366637,0.002266774128551363
2015-09-16,20019,20454,20019,20333,10704867,0.02191285118359554
2015-09-17,20530,20546,20388,20418,15422496,0.004180396399940944
2015-09-18,20358,20612,20181,20569,9134601,0.007395435400137096
2015-09-21,20317,20372,20127,20205,9028919,-0.017696533618552168
2015-09-22,20257,20349,20176,20316,7321570,0.005493689680772018
2015-09-23,20083,20235,20001,20045,7187833,-0.013339240007875564
2015-09-24,20100,20131,19971,20049,7662394,0.00019955101022706145
2015-09-25,20006,20087,19872,20020,8285047,-0.001446456182353284
2015-09-30,19716,20181,19693,20163,7099124,0.0071428571428571175
2015-10-01,20139,20487,20087,20384,7684967,0.010960670535138606
2015-10-02,20349,20392,20217,20253,8920531,-0.0064266091051805585
2015-10-05,20321,20520,20229,20274,6547799,0.0010368834246778924
2015-10-06,20491,20556,20428,20464,7071406,0.009371608957285282
2015-10-07,20501,20771,20501,20779,8553773,0.015392885066458195
2015-10-08,20852,20929,20758,20922,14154613,0.006881948120698755
2015-10-12,20989,21143,20941,21049,11114941,0.006070165376159009
2015-10-13,21021,21099,20925,20995,9285720,-0.0025654425388379476
2015-10-14,20951,20966,20794,20918,5812728,-0.0036675398904501
2015-10-15,20906,21232,20893,21157,7099161,0.01142556649775317
2015-10-16,21190,21199,21063,21117,8197911,-0.0018906272155787551
2015-10-19,21160,21190,21021,21125,6252486,0.0003788416915282422
2015-10-20,21096,21204,21063,21173,3953860,0.002272189349112441
2015-10-21,21151,21400,21151,21258,9821297,0.004014546828507992
2015-10-22,21185,21250,21088,21144,10421026,-0.0053626869884279005
2015-10-23,21344,21455,21260,21306,9240752,0.0076617480136209615
2015-10-26,21400,21400,21306,21358,6309014,0.002440627053412081
2015-10-27,21314,21366,21221,21348,3740743,-0.00046820863376717536
2015-10-28,21339,21339,21168,21334,4256074,-0.0006557991380925499
2015-10-29,21339,21570,21213,21289,6836868,-0.0021093090840911266
2015-10-30,21218,21391,21204,21387,8180940,0.004603316266616586
2015-11-02,21306,21371,21237,21334,3879455,-0.002478140926731154
2015-11-03,21464,21592,21450,21535,5293381,0.009421580575607047
2015-11-04,21592,21625,21439,21530,9119838,-0.00023218017181336759
2015-11-05,21468,21508,21366,21499,5555587,-0.0014398513701811
2015-11-06,21450,21508,21297,21362,4359882,-0.006372389413461077
2015-11-09,21289,21331,21181,21279,6237979,-0.0038854039883905456
2015-11-10,21151,21151,20946,20966,5096668,-0.014709337844823533
2015-11-11,20915,21001,20815,20935,7215883,-0.0014785843747019412
2015-11-12,20920,20970,20877,20970,4315236,0.0016718414139000881
2015-11-13,20734,20804,20669,20682,4477810,-0.01373390557939913
2015-11-16,20442,20572,20428,20452,7424201,-0.011120781355768328
2015-11-17,20625,20678,20546,20628,7563345,0.008605515353021786
2015-11-18,20568,20656,20546,20573,3638500,-0.0026662788442892715
2015-11-19,20746,20852,20661,20849,3897982,0.013415641860691219
2015-11-20,20874,20915,20837,20883,3226147,0.0016307736582090726
2015-11-23,20915,21046,20906,21019,3342013,0.006512474261360923
2015-11-24,21010,21109,21001,21113,4074655,0.004472144250440069
2015-11-25,21088,21099,21005,21095,4860364,-0.0008525552976839101
2015-11-26,21099,21339,21096,21343,5707385,0.011756340365015383
2015-11-27,21349,21375,21269,21294,8465343,-0.0022958346999015777
2015-11-30,21185,21190,20780,20888,6377858,-0.019066403681788247
2015-12-01,20936,21218,20936,21192,7880807,0.014553810800459699
2015-12-02,21181,21195,21046,21056,5155146,-0.00641751604379015
2015-12-03,20920,20920,20720,20869,7394969,-0.008881079027355576
2015-12-04,20625,20746,20612,20648,11760159,-0.010589870142316382
2015-12-07,20776,20794,20564,20578,6684100,-0.003390158853157743
2015-12-08,20542,20656,20428,20478,7789125,-0.0048595587520653405
2015-12-09,20483,20535,20428,20473,4286048,-0.0002441644691864031
2015-12-10,20458,20637,20388,20600,10519221,0.006203292140868566
2015-12-11,20546,20678,20487,20556,6514542,-0.002135922330097073
2015-12-14,20367,20384,20235,20380,8571459,-0.008561977038334279
2015-12-15,20445,20483,20349,20418,6214730,0.001864573110893053
2015-12-16,20577,20885,20551,20829,10045080,0.02012929767851901
2015-12-17,20911,20975,20734,20802,9747188,-0.0012962696240818028
2015-12-18,20617,20860,20604,20764,4805843,-0.0018267474281319362
2015-12-21,20771,20915,20640,20856,5572324,0.004430745521094126
2015-12-22,20812,20911,20703,20888,6134554,0.0015343306482547003
2015-12-23,20936,21143,20911,21100,10542642,0.010149368058215202
2015-12-24,21185,21209,20951,20963,13394886,-0.006492890995260625
2015-12-28,20970,21001,20669,20682,7383276,-0.013404569956590229
2015-12-29,20720,20860,20646,20869,5800634,0.009041678754472482
2015-12-30,20911,20961,20743,20764,8934312,-0.005031386266711402
2016-01-04,20682,20690,20329,20342,8123203,-0.020323637064149525
2016-01-05,20288,20530,20288,20469,14561885,0.0062432405859798035
2016-01-06,20458,20479,20203,20321,12750999,-0.007230446040353722
2016-01-07,20265,20341,20067,20126,13147694,-0.009595984449584205
2016-01-08,19999,20274,19955,20270,14370743,0.007154923978932803
2016-01-11,20001,20105,19951,20041,12849233,-0.011297483966452915
2016-01-12,20127,20176,19932,19982,13463791,-0.002943964872012428
2016-01-13,20067,20293,20063,20265,7347767,0.014162746471824583
2016-01-14,20023,20063,19872,20071,13769574,-0.00957315568714534
2016-01-15,20225,20269,19758,19866,17245244,-0.010213741218673689
2016-01-18,19645,19866,19575,19848,15641517,-0.0009060706735125601
2016-01-19,19833,19942,19660,19953,8783397,0.00529020556227322
2016-01-20,19847,19867,19353,19498,21872557,-0.022803588432817157
2016-01-21,19493,19638,19431,19450,25399641,-0.002461790952918208
2016-01-22,19630,19858,19617,19872,12528172,0.021696658097686283
2016-01-25,19932,20079,19851,19978,8268974,0.0053341384863123675
2016-01-26,19851,19872,19606,19727,8341905,-0.012563820202222464
2016-01-27,19872,20032,19856,20003,11538811,0.013990976833781144
2016-01-28,19842,20047,19762,20035,10315563,0.0015997600359944908
2016-01-29,19957,20058,19833,20061,7076007,0.0012977289742950315
2016-02-01,20155,20288,20114,20209,7679130,0.007377498629181023
2016-02-02,20123,20197,20042,20066,5723292,-0.00707605522292043
2016-02-03,19847,19863,19732,19839,4549931,-0.011312668194956688
2016-02-04,19966,20208,19942,20205,10239483,0.01844851050960239
2016-02-05,20165,20298,20145,20257,7990865,0.002573620390992293
2016-02-11,19807,19833,19650,19710,10557596,-0.027003011304734148
2016-02-12,19592,19677,19412,19564,24742768,-0.007407407407407418
2016-02-15,19758,19863,19716,19822,13812666,0.013187487221427041
2016-02-16,19826,20142,19826,20109,7052674,0.01447886187064884
2016-02-17,20054,20220,20028,20135,7655294,0.0012929534039485269
2016-02-18,20392,20392,20274,20309,8831775,0.008641668736031782
2016-02-19,20261,20358,20261,20351,9946431,0.0020680486483823923
2016-02-22,20283,20442,20248,20384,8363167,0.0016215419389711272
2016-02-23,20479,20487,20329,20389,6590947,0.00024529042386189914
2016-02-24,20349,20433,20269,20371,6165440,-0.0008828289764089003
2016-02-25,20402,20542,20308,20393,6832961,0.0010799666192136126
2016-02-26,20471,20516,20380,20433,7161492,0.0019614573628206067
2016-02-29,20367,20496,20337,20410,7163009,-0.0011256301081583597
2016-03-02,20637,20724,20621,20722,10765024,0.015286624203821653
2016-03-03,20754,20776,20715,20787,12864252,0.0031367628607277265
2016-03-04,20771,20828,20734,20792,7825921,0.00024053494972808842
2016-03-07,20819,20869,20807,20834,7092050,0.002020007695267445
2016-03-08,20852,20860,20612,20686,7077828,-0.007103772679274312
2016-03-09,20637,20762,20604,20779,6185709,0.00449579425698543
2016-03-10,20807,21058,20789,20966,9442661,0.008999470619375227
2016-03-11,20966,21046,20941,21014,7508611,0.0022894209672803534
2016-03-14,21122,21122,20970,20995,9585489,-0.000904159132007254
2016-03-15,20989,21050,20901,20979,6173354,-0.0007620862110025994
2016-03-16,21021,21117,20975,21036,5990807,0.0027170027170027033
2016-03-17,21113,21319,21099,21153,16047065,0.005561893896177894
2016-03-18,21232,21237,21109,21166,6492271,0.0006145700373469953
2016-03-21,21229,21280,21063,21139,4328019,-0.0012756307285268775
2016-03-22,21177,21232,21135,21247,3976611,0.005109040162732281
2016-03-23,21241,21310,21185,21228,5883981,-0.0008942438932555419
2016-03-24,21151,21225,21074,21173,5242379,-0.002590917655926117
2016-03-25,21199,21209,21113,21135,4384383,-0.0017947385821565076
2016-03-28,21122,21221,21113,21170,3642871,0.0016560208185474323
2016-03-29,21155,21293,21155,21279,8726185,0.005148795465281131
2016-03-30,21363,21420,21339,21374,10138508,0.004464495512007227
2016-03-31,21400,21405,21213,21284,7233487,-0.004210723308692765
2016-04-01,21244,21263,20969,20979,6886113,-0.014330013155421928
2016-04-04,20989,21034,20941,21019,5317276,0.001906668573335324
2016-04-05,20951,20961,20812,20845,3793133,-0.008278224463580619
2016-04-06,20833,20980,20824,20948,6760326,0.004941232909570603
2016-04-07,21021,21059,20869,20963,3824951,0.0007160588122971934
2016-04-08,20828,20933,20729,20918,4896073,-0.00214663931689163
2016-04-11,20906,20961,20819,20935,5264228,0.0008126971985848996
2016-04-12,20933,21104,20915,21105,4439521,0.008120372581800872
2016-04-14,21410,21532,21354,21535,7972737,0.02037431888178154
2016-04-15,21511,21574,21487,21518,9883565,-0.0007894125841653166
2016-04-18,21349,21451,21310,21445,4178403,-0.0033925085974533253
2016-04-19,21499,21565,21451,21473,4054994,0.0013056656563301683
2016-04-20,21499,21601,21391,21403,3992993,-0.0032599077911795726
2016-04-21,21491,21605,21473,21570,3750702,0.0078026444890904045
2016-04-22,21487,21542,21447,21485,4697676,-0.003940658321743173
2016-04-25,21483,21491,21384,21461,4869193,-0.0011170584128461503
2016-04-26,21447,21592,21431,21527,2529862,0.003075345976422339
2016-04-27,21508,21546,21495,21527,5027818,0.0
2016-04-28,21623,21623,21293,21306,9559897,-0.010266177358665862
2016-04-29,21293,21315,21132,21237,4724044,-0.0032385243593353596
2016-05-02,21179,21184,21052,21075,5389590,-0.007628196072891669
2016-05-03,21150,21166,21072,21141,5557693,0.003131672597864732
2016-05-04,21029,21084,20960,21031,5059536,-0.005203159737003915
2016-05-09,21021,21057,20944,20994,6887046,-0.0017593076886500691
2016-05-10,20944,21069,20935,21079,4475949,0.00404877584071639
2016-05-11,21132,21136,20944,21056,5570573,-0.0010911333554722846
2016-05-12,20979,21059,20914,21008,7727157,-0.0022796352583586144
2016-05-13,20993,21001,20799,20846,4721213,-0.007711348057882761
2016-05-16,20776,20923,20758,20874,9492765,0.001343183344526544
2016-05-17,20895,20905,20799,20888,4174851,0.0006706908115359234
2016-05-18,20820,20820,20642,20773,7503048,-0.005505553427805454
2016-05-19,20693,20746,20667,20715,4977680,-0.0027920858807105597
2016-05-20,20672,20758,20648,20715,2826551,0.0
2016-05-23,20738,20784,20605,20773,3822922,0.002799903451605079
2016-05-24,20733,20733,20610,20625,4199122,-0.007124632936985509
2016-05-25,20733,20918,20728,20911,8424394,0.013866666666666694
2016-05-26,20914,20955,20838,20874,7956379,-0.0017694036631438204
2016-05-27,20900,20984,20861,20981,5433024,0.005125994059595573
2016-05-30,20974,20974,20825,20933,4644842,-0.0022877841856918657
2016-05-31,20900,21094,20808,21106,5323681,0.008264462809917328
2016-06-01,21029,21132,20984,21118,6085443,0.0005685587036861062
2016-06-02,21097,21150,21069,21159,5267717,0.0019414717302774775
2016-06-03,21184,21203,21115,21190,5451081,0.0014650975944041633
2016-06-07,21212,21478,21212,21472,6676821,0.013308164228409636
2016-06-08,21463,21680,21458,21694,8942695,0.01033904619970194
2016-06-09,21668,21800,21567,21684,11155222,-0.0004609569466211827
2016-06-10,21659,21664,21585,21596,8549081,-0.004058291828076044
2016-06-13,21430,21443,21136,21150,7859475,-0.020651972587516165
2016-06-14,21101,21162,21005,21079,5281694,-0.0033569739952719058
2016-06-15,21029,21141,20974,21070,4636471,-0.0004269652260543433
2016-06-16,21069,21101,20829,20907,6872493,-0.007736117702895062
2016-06-17,21038,21132,20923,20942,8149835,0.0016740804515233965
